<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.GE,1,03/01/22,10:47,93.7400000,93.7400000,93.7400000,93.7400000,141
US1.GE,1,03/01/22,10:48,93.8500000,93.8800000,93.8400000,93.8800000,500
US1.GE,1,03/01/22,10:49,93.9300000,93.9900000,93.9300000,93.9900000,565
US1.GE,1,03/01/22,10:50,93.9100000,93.9700000,93.9100000,93.9400000,600
US1.GE,1,03/01/22,10:51,93.9500000,94.0000000,93.9500000,94.0000000,400
US1.GE,1,03/01/22,10:52,93.9700000,94.1300000,93.9500000,94.1300000,1256
US1.GE,1,03/01/22,10:53,93.9500000,94.0100000,93.9500000,94.0100000,817
US1.GE,1,03/01/22,10:54,94.0200000,94.0200000,94.0200000,94.0200000,100
US1.GE,1,03/01/22,10:55,94.1000000,94.1000000,94.0700000,94.0700000,200
US1.GE,1,03/01/22,10:56,93.9900000,93.9900000,93.9500000,93.9700000,500
US1.GE,1,03/01/22,10:57,93.8900000,93.9900000,93.8800000,93.9800000,500
US1.GE,1,03/01/22,10:58,93.9800000,93.9800000,93.9800000,93.9800000,100
US1.GE,1,03/01/22,10:59,93.8400000,93.9400000,93.8400000,93.9200000,630
US1.GE,1,03/01/22,11:00,94.0100000,94.0100000,93.8700000,93.8700000,700
US1.GE,1,03/01/22,11:01,93.8100000,93.8800000,93.8100000,93.8800000,300
US1.GE,1,03/01/22,11:02,93.9200000,93.9200000,93.9200000,93.9200000,200
US1.GE,1,03/01/22,11:03,93.9300000,93.9900000,93.9300000,93.9900000,581
US1.GE,1,03/01/22,11:04,94.0500000,94.0800000,94.0500000,94.0700000,800
US1.GE,1,03/01/22,11:05,94.0900000,94.1500000,94.0900000,94.1150000,600
US1.GE,1,03/01/22,11:06,94.1300000,94.2000000,94.0900000,94.1100000,906
US1.GE,1,03/01/22,11:07,94.1000000,94.1300000,94.0400000,94.1300000,1400
US1.GE,1,03/01/22,11:08,94.1000000,94.1300000,93.9700000,94.0200000,1851
US1.GE,1,03/01/22,11:09,94.0100000,94.0200000,93.9200000,93.9200000,700
US1.GE,1,03/01/22,11:10,94.0400000,94.0400000,94.0400000,94.0400000,100
US1.GE,1,03/01/22,11:11,93.9500000,93.9800000,93.9500000,93.9700000,500
US1.GE,1,03/01/22,11:12,93.9400000,93.9500000,93.9200000,93.9300000,600
US1.GE,1,03/01/22,11:13,94.0700000,94.0700000,94.0700000,94.0700000,300
US1.GE,1,03/01/22,11:14,94.0500000,94.0500000,94.0200000,94.0200000,300
US1.GE,1,03/01/22,11:15,94.1400000,94.2400000,94.1400000,94.1600000,604
US1.GE,1,03/01/22,11:16,94.1400000,94.1400000,94.0800000,94.0800000,500
US1.GE,1,03/01/22,11:17,94.0600000,94.0600000,93.9800000,93.9800000,200
US1.GE,1,03/01/22,11:18,93.9300000,93.9300000,93.8600000,93.8800000,1700
US1.GE,1,03/01/22,11:19,93.9100000,93.9100000,93.9000000,93.9100000,300
US1.GE,1,03/01/22,11:20,93.9000000,93.9000000,93.8000000,93.8200000,916
US1.GE,1,03/01/22,11:21,93.7700000,93.7900000,93.7500000,93.7900000,749
US1.GE,1,03/01/22,11:22,93.7900000,93.8000000,93.7400000,93.7400000,500
US1.GE,1,03/01/22,11:23,93.7800000,93.7800000,93.7800000,93.7800000,200
US1.GE,1,03/01/22,11:24,93.7100000,93.7600000,93.6900000,93.7600000,1358
US1.GE,1,03/01/22,11:25,93.7300000,93.7400000,93.6800000,93.6800000,500
US1.GE,1,03/01/22,11:26,93.6800000,93.6800000,93.5200000,93.5400000,2000
US1.GE,1,03/01/22,11:27,93.5400000,93.5600000,93.4600000,93.4900000,2083
US1.GE,1,03/01/22,11:28,93.4800000,93.5350000,93.3500000,93.4500000,3923
US1.GE,1,03/01/22,11:30,93.4800000,93.5100000,93.4100000,93.5100000,1200
US1.GE,1,03/01/22,11:31,93.5100000,93.5100000,93.3800000,93.3800000,1929
US1.GE,1,03/01/22,11:32,93.3800000,93.4100000,93.3000000,93.3000000,1404
US1.GE,1,03/01/22,11:33,93.2700000,93.2700000,93.2000000,93.2100000,600
US1.GE,1,03/01/22,11:34,93.1800000,93.1800000,93.1100000,93.1100000,400
US1.GE,1,03/01/22,11:35,93.1400000,93.1400000,93.1400000,93.1400000,400
US1.GE,1,03/01/22,11:36,93.1000000,93.1200000,93.0800000,93.1000000,812
US1.GE,1,03/01/22,11:37,93.1000000,93.2000000,93.0400000,93.2000000,700
US1.GE,1,03/01/22,11:38,93.2300000,93.2500000,93.1300000,93.1300000,700
US1.GE,1,03/01/22,11:39,93.1600000,93.2100000,93.0900000,93.1100000,1510
